request_id,pu_osmid,do_osmid,req_time,pu_taz,do_taz,pu_lon,pu_lat,do_lon,do_lat,accept_time_art,pu_time_art,do_time_art,trip_fare,tip,Unnamed: 14,earliest_pu_time,earliest_travel_time,earliest_arrival_time,remaining_time,deadline,travel_distance,num_passengers
7426,725284181,766948544,29828,51,121,-122.4473096,37.8051652,-122.4070918,37.7391577,8,307,1823,8.17,0,68,29828,702.1185281,30530.11853,1875.29632,31703.29632,10659.076,3
7427,65324195,65324772,29828,174,179,-122.4726962,37.7581734,-122.4969811,37.7552128,9,339,867,7.35,1,68,29828,247.3551468,30075.35515,738.38787,30566.38787,2698.583,1
7428,65315601,65373364,29828,34,22,-122.4231779,37.7972346,-122.3952892,37.7967963,7,560,1237,15.99,3,68,29828,202.4865631,30030.48656,626.21641,30454.21641,2776.956,1
7429,65289280,65330743,29829,57,105,-122.4904901,37.7851414,-122.4231196,37.7648432,6,648,1800,19.49,0,69,29829,669.9720471,30498.97205,1794.93012,31623.93012,8627.012,1
7430,65299488,65333857,29829,130,86,-122.4363088,37.7372949,-122.4374661,37.7817369,6,105,600,8.99,0,69,29829,507.8603182,30336.86032,1389.6508,31218.6508,6824.66,1
7431,298082944,260193349,29830,81,109,-122.4237212,37.7734511,-122.3881286,37.7817716,15,558,1607,5.33,0,70,29830,275.7063865,30105.70639,809.26597,30639.26597,4868.342,1
7432,2630856883,65313240,29830,182,106,-122.5031177,37.7353871,-122.4209527,37.7699421,53,741,2989,22.58,0,70,29830,664.5216967,30494.5217,1781.30424,31611.30424,9836.23,1
7433,65372305,434685829,29831,111,41,-122.383436,37.757772,-122.4189847,37.8109611,12,325,770,8.99,0,71,29831,634.3104304,30465.31043,1705.77608,31536.77608,7583.223,1
7434,65288122,258759674,29832,52,77,-122.4736452,37.801872,-122.4279822,37.7848852,23,362,1957,32.54,4.24,72,29832,485.464562,30317.46456,1333.66141,31165.66141,6752.095,1
7435,4071044661,65373321,29833,190,41,-122.4851734,37.7092424,-122.4056307,37.8066897,10,415,2486,18.02,0,73,29833,907.0028722,30740.00287,2387.50718,32220.50718,18616.896,1
7436,65290322,65307946,29833,117,124,-122.4094619,37.7560037,-122.416758,37.7356049,10,570,1979,7.76,0,73,29833,245.8641505,30078.86415,734.66038,30567.66038,3511.955,1
7437,65304075,65336664,29833,95,88,-122.436454,37.75276,-122.4422107,37.771576,10,486,879,8.32,0,73,29833,261.4974213,30094.49742,773.74355,30606.74355,2770.473,1
7438,4021550352,65298939,29834,100,130,-122.4181489,37.7490402,-122.4395306,37.7403535,101,430,2712,16.19,0,74,29834,286.1590416,30120.15904,835.3976,30669.3976,2790.908,1
7439,65316577,65295474,29834,123,62,-122.4203785,37.7409546,-122.4796674,37.7841337,9,343,1164,17.69,0,74,29834,815.7371487,30649.73715,2159.34287,31993.34287,10213.059,3
7440,65305410,65351939,29834,113,123,-122.396089,37.758295,-122.4192941,37.7453559,9,279,1020,14.02,0,74,29834,323.5457069,30157.54571,928.86427,30762.86427,3822.19,1
7441,3741990611,302034205,29834,52,110,-122.4576915,37.8037726,-122.3869679,37.7721679,29,292,1266,14.36,0,74,29834,790.5661054,30624.56611,2096.41526,31930.41526,8882.379,3
7442,65340189,65317406,29834,115,104,-122.4035239,37.7544635,-122.4285271,37.7628968,9,652,1108,11.83,3,74,29834,334.7527558,30168.75276,956.88189,30790.88189,3555.59,2
7443,65321542,302034205,29835,92,110,-122.4490541,37.7470951,-122.3869679,37.7721679,20,392,1967,10.35,0,75,29835,604.3708381,30439.37084,1630.9271,31465.9271,11052.61,1
7444,65290322,832850239,29837,117,146,-122.4094619,37.7560037,-122.3680297,37.7294716,18,276,871,5.83,0,77,29837,427.0560549,30264.05605,1187.64014,31024.64014,5636.637,1
7445,65288324,65329359,29837,179,191,-122.4968507,37.7533468,-122.4856808,37.7080595,7,514,1582,9.68,0,77,29837,375.2610165,30212.26102,1058.15254,30895.15254,6038.79,1
7446,65361183,65324623,29838,121,67,-122.408857,37.7412889,-122.4597409,37.7774293,17,435,1571,15.83,0,78,29838,606.166829,30444.16683,1635.41707,31473.41707,9713.269,3
7447,65336914,65341510,29839,47,44,-122.4342202,37.7907202,-122.4359802,37.7994263,4,406,1790,6.26,0,79,29839,109.6496328,29948.64963,394.12408,30233.12408,980.353,2
7448,65308341,65288881,29839,69,96,-122.4495959,37.7773274,-122.4393904,37.7493692,5,767,1539,14.45,0,79,29839,423.7142779,30262.71428,1179.28569,31018.28569,4659.949,1
7449,65322712,725284753,29840,44,43,-122.4340532,37.7982364,-122.4398794,37.806112,15,821,2455,21.63,0,80,29840,127.0556651,29967.05567,437.63916,30277.63916,1273.141,2
7450,65317951,65317595,29841,30,116,-122.4146346,37.7855995,-122.4150136,37.7621092,14,422,1126,12.5,2,81,29841,298.6158997,30139.6159,866.53975,30707.53975,3289.196,1
7451,65307399,65303091,29842,28,84,-122.4143094,37.7923483,-122.4324838,37.7692662,31,331,1364,12.83,0,82,29842,338.4986119,30180.49861,966.24653,30808.24653,3653.144,1
7452,65345390,65295415,29842,83,71,-122.4372529,37.7637646,-122.4580708,37.7858315,93,436,1773,3.56,0,82,29842,359.4058682,30201.40587,1018.51467,30860.51467,4475.123,2
7453,65372305,65292366,29843,111,148,-122.383436,37.757772,-122.3913223,37.7209788,32,348,624,6.7,0,83,29843,396.022183,30239.02218,1110.05546,30953.05546,4864.309,2
7454,65322357,65317703,29844,95,16,-122.4395477,37.7509701,-122.3884059,37.7896449,139,672,1365,3.96,0,84,29844,571.2131681,30415.21317,1548.03292,31392.03292,7893.279,1
7455,65373502,65373976,29844,23,88,-122.401811,37.8040707,-122.4455504,37.7711507,111,780,2012,7.39,0,84,29844,550.2804093,30394.28041,1495.70102,31339.70102,7340.692,1
7456,65298892,65330327,29844,167,170,-122.4590105,37.7108313,-122.4629267,37.740055,36,214,1255,21.21,0,84,29844,278.0421111,30122.04211,815.10528,30659.10528,4559.582,1
7457,4022947860,65305815,29845,53,2,-122.4767122,37.7729132,-122.4024099,37.7909791,19,203,2709,10.51,0,85,29845,542.6272626,30387.62726,1476.56816,31321.56816,7762.056,2
7458,257316381,65318981,29845,109,81,-122.3887435,37.7795153,-122.4253435,37.7718028,10,210,668,8.74,0,85,29845,314.4766003,30159.4766,906.1915,30751.1915,5322.729,3
7459,286094526,65317703,29846,54,16,-122.5116715,37.7764477,-122.3884059,37.7896449,29,1262,2577,24.19,2.2,86,29846,885.3100114,30731.31001,2333.27503,32179.27503,13740.306,1
7460,4008988338,65332233,29846,43,142,-122.4369832,37.8043752,-122.3951714,37.7449206,78,410,1963,21.92,0,86,29846,680.6348182,30526.63482,1821.58705,31667.58705,9832.448,1
7461,65294786,65303943,29846,86,96,-122.4382888,37.7816323,-122.4404526,37.7490608,9,1036,2640,19.85,0,86,29846,377.9387451,30223.93875,1064.84686,30910.84686,4194.845,2
7462,832850239,65334198,29847,146,117,-122.3680297,37.7294716,-122.416587,37.7555769,8,284,589,8.49,0,87,29847,461.6785962,30308.6786,1274.19649,31121.19649,6237.662,1
7463,65299313,65306793,29847,37,14,-122.4072267,37.7987782,-122.3951477,37.7892316,65,357,1535,16.69,1,87,29847,182.2520785,30029.25208,575.6302,30422.6302,2124.338,1
7464,65328047,4013412738,29848,122,75,-122.409989,37.742772,-122.4243714,37.7855772,326,483,2348,26.21,0,88,29848,457.3875559,30305.38756,1263.46889,31111.46889,6523.146,1
7465,1735978667,298082750,29848,167,81,-122.4560959,37.7157364,-122.4235387,37.7722212,10,311,1036,21.58,0,88,29848,523.0854943,30371.08549,1427.71374,31275.71374,12130.939,2
7466,725284181,65308332,29849,51,69,-122.4473096,37.8051652,-122.4451725,37.7778915,15,597,1269,10.71,0,89,29849,336.5951458,30185.59515,961.48786,30810.48786,3937.419,1
7467,65362440,65317715,29850,62,21,-122.4740764,37.7818212,-122.3983653,37.781794,14,561,2635,31.52,0,90,29850,618.2803133,30468.28031,1665.70078,31515.70078,7345.408,2
7468,65324866,65293407,29850,94,52,-122.436114,37.7608243,-122.4483833,37.804996,46,267,2105,8.42,0,90,29850,450.3573081,30300.35731,1245.89327,31095.89327,5743.798,1
7469,3718987342,65305842,29851,52,24,-122.4765197,37.8081054,-122.4036923,37.7973039,93,555,2738,7.55,0,91,29851,513.2809853,30364.28099,1403.20246,31254.20246,7535.713,2
7470,65303467,65283387,29851,93,110,-122.4432178,37.760979,-122.3877795,37.7707806,13,520,945,10.92,0,91,29851,461.8609964,30312.861,1274.65249,31125.65249,7076.669,3
7471,434685829,54891483,29852,41,110,-122.4189847,37.8109611,-122.3864641,37.7708587,23,453,1708,13.63,0,92,29852,531.0498465,30383.04985,1447.62462,31299.62462,6430.808,1
7472,65287705,3643553531,29852,66,172,-122.4612247,37.7830976,-122.4638401,37.7466069,32,692,2218,4.27,0,92,29852,473.4632788,30325.46328,1303.6582,31155.6582,5682.46,1
7473,65305034,65294547,29854,96,104,-122.4382628,37.7486457,-122.4263693,37.7635426,11,200,1815,5.83,0,94,29854,247.9839959,30101.984,739.95999,30593.95999,2768.175,3
7474,65329943,65345273,29854,111,34,-122.390454,37.760424,-122.4172342,37.7984827,10,525,982,10.99,3,94,29854,431.7925414,30285.79254,1199.48135,31053.48135,5356.575,3
7475,65298790,65337881,29855,91,172,-122.459447,37.7590749,-122.4646317,37.7451389,10,703,1271,5.83,0,95,29855,291.0021549,30146.00215,847.50539,30702.50539,3283.127,3
7476,65318050,434685829,29855,103,41,-122.4283241,37.7604909,-122.4189847,37.8109611,9,381,2666,23.07,3,95,29855,633.6598084,30488.65981,1704.14952,31559.14952,6898.871,2
7477,65368988,65330454,29855,69,117,-122.4470623,37.7786307,-122.4111361,37.7542945,41,521,2395,11.75,0,95,29855,489.991174,30344.99117,1344.97794,31199.97794,5839.587,1
7478,65336863,2339850868,29855,87,104,-122.4413178,37.7755151,-122.434064,37.7625548,9,453,1279,13.48,0,95,29855,186.4838132,30041.48381,586.20953,30441.20953,2119.165,1
7479,65373669,65322712,29856,123,44,-122.418201,37.744912,-122.4340532,37.7982364,8,211,681,9.09,0,96,29856,682.5218587,30538.52186,1826.30465,31682.30465,7319.734,1
7480,65317703,65293472,29857,16,112,-122.3884059,37.7896449,-122.3934993,37.7614777,7,468,1295,7.16,0.5,97,29857,260.8294917,30117.82949,772.07373,30629.07373,4068.346,1
7481,65434527,4070801204,29857,207,190,-122.4192455,37.7080806,-122.4989848,37.7126362,7,242,1335,9.88,0,97,29857,667.673043,30524.67304,1789.18261,31646.18261,10128.484,1
7482,1707842829,65315792,29858,182,67,-122.5052646,37.7353815,-122.458488,37.775617,6,574,2146,10.23,0,98,29858,580.6434311,30438.64343,1571.60858,31429.60858,8921.725,1
7483,54891461,65317542,29859,110,21,-122.3865858,37.7712767,-122.4011758,37.7820253,36,610,1502,7.23,0,99,29859,213.3332298,30072.33323,653.33307,30512.33307,2643.365,1
7484,65305410,65329040,29860,113,130,-122.396089,37.758295,-122.4374149,37.7400102,16,871,2593,7.04,0,100,29860,485.7149691,30345.71497,1334.28742,31194.28742,8018.201,1
7485,65307762,832850239,29861,164,146,-122.4532602,37.7091731,-122.3680297,37.7294716,14,394,1673,12.99,0,101,29861,596.2970343,30457.29703,1610.74259,31471.74259,12241.549,2
7486,258912678,65323805,29861,53,144,-122.491205,37.7647935,-122.384956,37.733703,115,352,2313,10.42,0,101,29861,893.7226118,30754.72261,2354.30653,32215.30653,13689.356,2
7487,65343967,260193349,29861,29,109,-122.4122872,37.7906745,-122.3881286,37.7817716,74,320,794,13.92,0,101,29861,272.5948973,30133.5949,801.48724,30662.48724,3214.104,1
7488,65309113,3718987342,29861,52,52,-122.4804229,37.7942988,-122.4765197,37.8081054,132,322,544,7.52,0,101,29861,144.1727303,30005.17273,480.43183,30341.43183,1985.989,1
7489,65294547,65307248,29862,104,35,-122.4263693,37.7635426,-122.4153058,37.7972947,23,759,1875,8.02,0,102,29862,424.3237774,30286.32378,1180.80944,31042.80944,4680.438,1
7490,65365349,65297007,29862,132,179,-122.4573413,37.7261877,-122.5020773,37.7512442,13,287,1072,6.1,0,102,29862,499.6088001,30361.6088,1369.022,31231.022,6496.6,1
7491,259392513,65297468,29863,54,124,-122.5111163,37.7712664,-122.419818,37.739307,20,176,1696,14.49,0,103,29863,859.8194859,30722.81949,2269.54871,32132.54871,11875.524,1
7492,725284754,258911633,29863,43,61,-122.4374775,37.806418,-122.4826063,37.7801329,12,330,1311,12.13,0,103,29863,429.419787,30292.41979,1193.54947,31056.54947,6639.189,1
7493,65344044,65317715,29864,52,21,-122.4713283,37.8083697,-122.3983653,37.781794,12,471,2589,9.65,0,104,29864,771.4878364,30635.48784,2048.71959,31912.71959,10433.705,1
7494,1792772975,65332772,29864,52,111,-122.4586183,37.802042,-122.3875698,37.7605555,60,938,2472,18.29,0,104,29864,857.2410688,30721.24107,2263.10267,32127.10267,10543.108,1
7495,65293407,65373364,29864,52,22,-122.4483833,37.804996,-122.3952892,37.7967963,11,212,1121,11.79,0,104,29864,458.7037245,30322.70372,1266.75931,31130.75931,5298.545,1
7496,65290923,65372305,29864,112,111,-122.3985796,37.7637318,-122.383436,37.757772,40,740,2056,0,0,104,29864,187.5426249,30051.54262,588.85656,30452.85656,2015.544,1
7497,65336713,65293472,29864,69,112,-122.4433319,37.777168,-122.3934993,37.7614777,151,993,2634,10.75,0,104,29864,431.7822417,30295.78224,1199.4556,31063.4556,7070.408,1
7498,65290322,65345229,29865,117,23,-122.4094619,37.7560037,-122.3990364,37.8009761,10,287,1491,12.35,0,105,29865,501.0533436,30366.05334,1372.63336,31237.63336,6523.073,3
7499,65288847,65327154,29866,100,9,-122.4172209,37.7507122,-122.4193813,37.7840364,48,194,1476,21.54,0,106,29866,355.7068836,30221.70688,1009.26721,30875.26721,3951.3,1
7500,258965841,65339246,29866,41,84,-122.4091081,37.8081143,-122.4372065,37.7722133,9,258,996,8.49,0,106,29866,528.8580246,30394.85802,1442.14506,31308.14506,6643.937,1
7501,65337088,65293460,29866,170,111,-122.4596862,37.7377992,-122.389608,37.761711,9,937,2429,30.72,0,106,29866,528.427818,30394.42782,1441.06954,31307.06954,9711.532,1
7502,65307304,260336115,29866,89,44,-122.4484546,37.7650441,-122.4246735,37.8022931,9,805,1431,18.62,0,106,29866,528.7334549,30394.73345,1441.83364,31307.83364,6416.013,1
7503,4017324918,65317339,29866,71,112,-122.4471676,37.7872167,-122.397737,37.765072,17,389,694,10.94,0,106,29866,513.5782963,30379.5783,1403.94574,31269.94574,6436.024,3
7504,65298589,65372305,29866,132,111,-122.4600311,37.7287434,-122.383436,37.757772,38,400,688,9.8,1,106,29866,510.8506614,30376.85066,1397.12665,31263.12665,8870.043,1
7505,434685829,65373502,29867,41,23,-122.4189847,37.8109611,-122.401811,37.8040707,48,772,1953,7.56,0,107,29867,245.494824,30112.49482,733.73706,30600.73706,2726.202,1
7506,1211594106,65304084,29867,92,96,-122.4562634,37.7514291,-122.4362274,37.7503578,87,283,1098,17.93,0,107,29867,240.8550998,30107.8551,722.13775,30589.13775,3462.409,3
7507,2630856793,554160413,29867,190,166,-122.4992708,37.7342588,-122.4504983,37.7173617,168,723,1441,13.3,0,107,29867,443.8845642,30310.88456,1229.71141,31096.71141,5700.554,3
7508,65373502,65326706,29868,23,35,-122.401811,37.8040707,-122.4122983,37.7991047,28,681,2404,7.62,0,108,29868,149.3876755,30017.38768,493.46919,30361.46919,1810.905,1
7509,65333957,65372305,29868,23,111,-122.3975508,37.7993155,-122.383436,37.757772,7,227,1995,11.96,0,108,29868,431.5324866,30299.53249,1198.83122,31066.83122,5553.565,2
7510,3741990072,4186794514,29868,52,107,-122.4691078,37.8063391,-122.4131634,37.7699415,7,1093,2845,12.64,0,108,29868,738.2328827,30606.23288,1965.58221,31833.58221,8627.526,1
7511,65333347,65373502,29869,41,23,-122.407305,37.8074586,-122.401811,37.8040707,7,436,1384,7.79,0,109,29869,112.0754993,29981.0755,400.18875,30269.18875,1488.082,1
7512,65317703,65317715,29869,16,21,-122.3884059,37.7896449,-122.3983653,37.781794,27,337,2655,17.37,0,109,29869,138.5192688,30007.51927,466.29817,30335.29817,1613.875,2
7513,5189188047,65281752,29870,52,120,-122.4615186,37.793074,-122.4033099,37.7514967,14,376,1123,14.24,0,110,29870,661.0025824,30531.00258,1772.50646,31642.50646,9529.761,1
7514,2071244791,65317951,29870,41,30,-122.4125285,37.8085859,-122.4146346,37.7855995,13,373,865,4.98,0,110,29870,333.1520833,30203.15208,952.88021,30822.88021,3347.199,2
7515,65352337,65296351,29871,9,96,-122.4169901,37.7804986,-122.4338783,37.7488942,12,496,1355,16.44,0,111,29871,394.0393354,30265.03934,1105.09834,30976.09834,4407.222,2
7516,65320025,4186794514,29871,91,107,-122.4524205,37.7636788,-122.4131634,37.7699415,13,891,2027,9.39,0,111,29871,356.1058943,30227.10589,1010.26474,30881.26474,4114.252,1
7517,1378125354,725284753,29871,157,43,-122.4209367,37.7085526,-122.4398794,37.806112,54,743,2086,17.62,0,111,29871,1007.08306,30878.08306,2637.70765,32508.70765,15263.227,1
7518,65341553,65285808,29872,54,19,-122.4993401,37.7737571,-122.4050958,37.776113,12,306,3782,7.4,0,112,29872,760.5407438,30632.54074,2021.35186,31893.35186,10383.051,1
7519,725284754,3719575845,29872,43,15,-122.4374775,37.806418,-122.390971,37.7925459,12,768,2012,6.87,0,112,29872,428.2434439,30300.24344,1190.60861,31062.60861,5067.676,3
7520,4008988338,65296818,29872,43,39,-122.4369832,37.8043752,-122.4172352,37.8051759,24,471,1619,7.36,0,112,29872,177.4706526,30049.47065,563.67663,30435.67663,1937.789,1
7521,2882819846,65317542,29872,52,21,-122.4781553,37.8003354,-122.4011758,37.7820253,83,232,1742,8.84,1,112,29872,715.1852838,30587.18528,1907.96321,31779.96321,9510.082,1
7522,434685829,65345229,29873,41,23,-122.4189847,37.8109611,-122.3990364,37.8009761,1,265,572,7.83,3,113,29873,214.0499832,30087.04998,655.12496,30528.12496,2304.49,1
7523,65287502,65333957,29873,92,23,-122.451111,37.753931,-122.3975508,37.7993155,22,213,801,10.58,0,113,29873,742.7189396,30615.71894,1976.79735,31849.79735,10424.668,2
7524,65281639,65306098,29873,142,149,-122.4029714,37.7495355,-122.3825241,37.715055,10,294,1347,21.95,2,113,29873,405.2135413,30278.21354,1133.03385,31006.03385,6376.932,2
7525,65329053,65317163,29875,131,40,-122.4495894,37.7393061,-122.4231065,37.8024867,8,616,1718,14.49,0,115,29875,743.8900362,30618.89004,1979.72509,31854.72509,9237.17,3
7526,65290178,65317715,29875,17,21,-122.3877083,37.7870796,-122.3983653,37.781794,8,291,1393,14.61,0,115,29875,119.9421154,29994.94212,419.85529,30294.85529,1292.52,1
7527,65294547,65302196,29875,104,101,-122.4263693,37.7635426,-122.4200115,37.7569738,3,312,2096,22.93,0,115,29875,124.9246126,29999.92461,432.31153,30307.31153,1271.153,1
7528,65294786,65322004,29875,86,142,-122.4382888,37.7816323,-122.3827438,37.7511589,89,489,1677,20.09,0,115,29875,534.4438391,30409.44384,1456.1096,31331.1096,8497.448,1
7529,65429104,65319021,29876,204,77,-122.455304,37.7079447,-122.4277887,37.783926,36,497,2177,19.86,0,116,29876,648.1235113,30524.12351,1740.30878,31616.30878,13291.435,1
7530,3428243925,65298176,29876,188,142,-122.4757853,37.7242115,-122.406032,37.7391869,38,268,684,13.49,0,116,29876,588.8803396,30464.88034,1592.20085,31468.20085,11099.958,1
7531,1211594135,65365349,29877,91,132,-122.4555283,37.7537492,-122.4573413,37.7261877,19,338,1689,10.37,0,117,29877,394.7901883,30271.79019,1106.97547,30983.97547,4454.747,1
7532,65372305,65305410,29878,111,113,-122.383436,37.757772,-122.396089,37.758295,57,700,1459,12.73,0,118,29878,169.2949656,30047.29497,543.23741,30421.23741,1608.509,1
7533,65308428,65296223,29878,17,116,-122.3885457,37.7853394,-122.4139849,37.7621664,6,284,1647,8.26,0,118,29878,351.264102,30229.2641,998.16025,30876.16025,4219.263,2
7534,65292813,65317560,29878,43,20,-122.4337435,37.805032,-122.4089666,37.775876,152,396,2340,8.76,0,118,29878,439.3788211,30317.37882,1218.44705,31096.44705,4988.785,2
7535,2381798128,65317715,29878,116,21,-122.4168919,37.7587763,-122.3983653,37.781794,6,697,2466,11.22,0,118,29878,304.5897647,30182.58976,881.47441,30759.47441,3905.583,1
7536,65344044,65333957,29878,52,23,-122.4713283,37.8083697,-122.3975508,37.7993155,26,250,1126,12.24,0,118,29878,637.1676281,30515.16763,1712.91907,31590.91907,9021.523,1
7537,65339516,260194288,29879,48,23,-122.4410012,37.7907581,-122.4020702,37.804321,25,640,2027,15.54,0,119,29879,413.4326892,30292.43269,1153.58172,31032.58172,5012.19,1
7538,65363728,3719575845,29879,133,15,-122.4453309,37.727465,-122.390971,37.7925459,135,538,3099,9.84,0,119,29879,561.7058016,30440.7058,1524.2645,31403.2645,11124.425,2
7539,65287229,65349151,29880,78,69,-122.4307243,37.7778174,-122.4482027,37.7800573,34,430,807,17.96,3,0,29880,163.852337,30043.85234,529.63084,30409.63084,1964.535,1
7540,65332148,2445177279,29881,88,146,-122.4428142,37.7696941,-122.3684567,37.7278564,185,865,3404,13.14,0,1,29881,661.0466299,30542.04663,1772.61657,31653.61657,10661.829,2
7541,65314183,65329937,29883,74,111,-122.4248759,37.7862044,-122.3899664,37.7552713,12,513,1723,24.89,0,3,29883,406.9376402,30289.93764,1137.3441,31020.3441,6037.162,1
7542,300781672,260194288,29883,41,23,-122.4119411,37.8084919,-122.4020702,37.804321,72,548,1887,6.61,0,3,29883,87.63242074,29970.63242,339.08105,30222.08105,1021.694,2
7543,65311977,3719575845,29884,71,15,-122.4556076,37.7889006,-122.390971,37.7925459,11,250,2609,23.99,0,4,29884,527.2434812,30411.24348,1438.1087,31322.1087,6496.189,1
7544,65316577,65344044,29886,123,52,-122.4203785,37.7409546,-122.4713283,37.8083697,9,318,2725,24.32,0,6,29886,937.0551496,30823.05515,2462.63787,32348.63787,11852.508,1
7545,260193349,1266060500,29887,109,107,-122.3881286,37.7817716,-122.4141025,37.769623,17,402,1073,6.91,0,7,29887,230.7774031,30117.7774,696.94351,30583.94351,3357.56,1
7546,434685829,293820532,29887,41,110,-122.4189847,37.8109611,-122.389493,37.7697631,17,360,1453,8.82,0,7,29887,507.9233723,30394.92337,1389.80843,31276.80843,6257.843,1
7547,65355540,434685829,29888,190,41,-122.4952645,37.7237261,-122.4189847,37.8109611,7,140,2255,19.36,0,8,29888,1231.379435,31119.37944,3198.44859,33086.44859,18160.636,3
7548,65307248,65310403,29889,35,53,-122.4153058,37.7972947,-122.4522633,37.7712622,6,212,676,17.76,3,9,29889,477.0403033,30366.0403,1312.60076,31201.60076,6244.123,1
7549,65345273,293820532,29889,34,110,-122.4172342,37.7984827,-122.389493,37.7697631,15,673,1551,9.37,0,9,29889,446.2950949,30335.29509,1235.73774,31124.73774,5142.602,1
7550,2434149928,65329359,29889,52,191,-122.4674614,37.8037117,-122.4856808,37.7080595,25,584,2181,11.21,0,9,29889,962.773157,30851.77316,2526.93289,32415.93289,14278.569,1
7551,65372925,258965841,29890,8,41,-122.4091399,37.7834292,-122.4091081,37.8081143,25,676,3196,8.49,0,10,29890,320.1403358,30210.14034,920.35084,30810.35084,3295.917,1
7552,65336341,434685829,29891,71,41,-122.4506756,37.7895278,-122.4189847,37.8109611,83,209,2518,10.39,0,11,29891,488.128055,30379.12805,1340.32014,31231.32014,5373.559,1
7553,3719529498,65316575,29891,41,123,-122.4059224,37.8068309,-122.4212676,37.7413155,32,316,1226,15.49,0,11,29891,689.79272,30580.79272,1844.4818,31735.4818,9878.788,1
7554,65317703,65322390,29893,16,68,-122.3884059,37.7896449,-122.4579681,37.7804769,11,642,1978,45.33,5.91,13,29893,563.6894134,30456.68941,1529.22353,31422.22353,7088.878,1
7555,65295984,65348184,29894,131,19,-122.4479028,37.739886,-122.4058082,37.7722649,10,423,3414,31.67,0,14,29894,501.6664114,30395.66641,1374.16603,31268.16603,9199.258,3
7556,434685829,65329937,29895,41,111,-122.4189847,37.8109611,-122.3899664,37.7552713,29,233,794,13.89,0,15,29895,622.5890799,30517.58908,1676.4727,31571.4727,8867.684,3
7557,65328721,302034205,29896,36,110,-122.4070333,37.7978241,-122.3869679,37.7721679,48,728,1270,9.6,0,16,29896,349.209164,30245.20916,993.02291,30889.02291,3958.488,3
7558,65372305,65295347,29896,111,73,-122.383436,37.757772,-122.4256361,37.7899559,8,147,1876,25.02,0,16,29896,489.6189498,30385.61895,1344.04737,31240.04737,6328.79,1
7559,65323689,65317538,29896,147,21,-122.388292,37.730606,-122.4003824,37.7826516,8,586,1541,12.49,0,16,29896,451.5229439,30347.52294,1248.80736,31144.80736,6889.828,2
7560,65295607,65303544,29896,165,6,-122.438739,37.7224668,-122.4086156,37.7892289,8,405,1708,11.13,0,16,29896,586.8304303,30482.83043,1587.07608,31483.07608,10924.436,1
7561,65314847,65351772,29896,99,11,-122.4215431,37.7528694,-122.4042562,37.7844896,8,332,665,6.99,0,16,29896,387.8258342,30283.82583,1089.56459,30985.56459,4296.717,1
7562,65308530,65333347,29897,61,41,-122.4792555,37.7784172,-122.407305,37.8074586,78,586,2512,10.51,1,17,29897,654.9752282,30551.97523,1757.43807,31654.43807,9508.894,1
7563,65345270,3741990611,29897,35,52,-122.415586,37.7987062,-122.4576915,37.8037726,7,553,1428,19.73,1,17,29897,408.5660358,30305.56604,1141.41509,31038.41509,4477.638,1
7564,65307461,65368767,29898,71,52,-122.4456011,37.7883702,-122.4580322,37.7973324,37,217,1400,5.49,0,18,29898,246.6297737,30144.62977,736.57443,30634.57443,2205.062,1
7565,65373321,65335530,29898,41,90,-122.4056307,37.8066897,-122.4567035,37.7638254,26,847,1573,16.77,2,18,29898,726.1050157,30624.10502,1935.26254,31833.26254,9132.005,1
7566,65307082,4021550365,29898,126,118,-122.4124467,37.7346738,-122.4159742,37.7491743,16,308,1938,10.75,0,18,29898,208.9981346,30106.99813,642.49534,30540.49534,3223.923,1
7567,65288343,4070801204,29899,181,190,-122.5032804,37.7530634,-122.4989848,37.7126362,84,793,1260,5.93,0,19,29899,401.2931091,30300.29311,1123.23277,31022.23277,5520.385,2
7568,65361413,65328730,29899,111,37,-122.3848046,37.7607234,-122.407413,37.7997116,4,290,687,11.24,0,19,29899,414.0760486,30313.07605,1155.19012,31054.19012,5261.923,1
7569,65289811,65342814,29899,53,190,-122.5063149,37.7666849,-122.4708699,37.7086589,15,534,1075,5.54,0,19,29899,639.0399773,30538.03998,1717.59994,31616.59994,9680.658,1
7570,767744761,260193349,29899,139,109,-122.4045323,37.7351329,-122.3881286,37.7817716,15,312,698,12.77,0,19,29899,408.0500628,30307.05006,1140.12516,31039.12516,7161.853,1
7571,65317703,258965620,29900,16,23,-122.3884059,37.7896449,-122.3992608,37.8008478,104,330,2005,4.59,0,20,29900,120.1784334,30020.17843,420.44608,30320.44608,1599.565,3
7572,65373970,4009069593,29900,9,43,-122.4146092,37.7812955,-122.4418874,37.8058561,14,510,1338,14.51,0,20,29900,436.8762723,30336.87627,1212.19068,31112.19068,4949.716,3
7573,65317703,65319714,29901,16,145,-122.3884059,37.7896449,-122.3768574,37.7402023,43,1021,1630,10.46,0,21,29901,444.54972,30345.54972,1231.3743,31132.3743,7339.941,1
7574,65296797,65434527,29902,41,207,-122.4071661,37.8064355,-122.4192455,37.7080806,103,517,1814,7.99,0,22,29902,826.9463842,30728.94638,2187.36596,32089.36596,13854.868,1
7575,4008988338,1723738829,29902,43,8,-122.4369832,37.8043752,-122.4103557,37.7822065,13,287,2450,8.84,1,22,29902,409.3506208,30311.35062,1143.37655,31045.37655,4734.505,1
